LineID;PatternID;StopSeqCount;StopID;Direction
105;84;4;2191;2
105;84;5;2159;2
105;84;6;321;2
105;84;8;322;2
105;84;10;323;2
105;84;12;324;2
105;84;13;325;2
105;84;14;326;2
105;84;15;327;2
105;84;16;328;2
105;84;17;329;2
105;84;18;392;2
105;84;20;345;2
105;85;0;104;2
105;85;2;136;2
105;85;3;384;2
105;85;4;385;2
105;85;5;386;2
105;85;6;387;2
105;85;8;2203;2
105;85;9;2204;2
105;85;10;2193;2
105;85;11;6403;2
105;86;0;104;2
105;86;2;136;2
105;86;3;384;2
105;86;4;385;2
105;86;5;386;2
105;86;6;2165;2
105;86;7;2166;2
105;86;8;6403;2
105;90;4;365;1
105;91;9;3708;1
105;92;0;3708;2
105;92;9;1536;2
105;93;0;3708;1
105;93;3;3709;1
105;93;4;209;1
105;93;6;210;1
105;93;7;211;1
105;93;8;355;1
105;93;9;356;1
105;93;11;357;1
105;93;12;358;1
105;93;13;359;1
105;93;14;272;1
105;93;15;365;1
105;94;0;365;2
105;94;1;458;2
105;94;3;250;2
105;94;5;378;2
105;94;6;379;2
105;94;8;380;2
105;94;9;381;2
105;94;10;382;2
105;94;11;213;2
105;94;12;214;2
105;94;14;215;2
105;94;16;3704;2
105;94;17;497;2
105;94;19;3708;2
105;95;0;6403;2
105;95;4;2194;2
105;95;5;2195;2
105;95;6;2196;2
105;95;7;387;2
105;95;8;388;2
105;95;10;389;2
105;95;11;390;2
105;95;12;328;2
105;95;13;329;2
105;95;14;392;2
105;95;16;345;2
105;96;0;345;1
105;96;2;312;1
105;96;3;313;1
105;96;5;3199;1
105;96;6;348;1
105;96;7;349;1
105;96;9;350;1
105;96;10;351;1
105;96;11;352;1
105;96;12;353;1
105;96;14;354;1
105;96;15;211;1
105;96;16;355;1
105;96;17;356;1
105;96;19;357;1
105;96;20;358;1
105;96;21;359;1
105;96;22;272;1
105;96;23;365;1
105;97;0;104;2
105;97;2;136;2
105;97;3;384;2
105;97;4;385;2
105;97;5;386;2
105;97;6;387;2
105;97;7;4703;2
105;104;0;3708;1
105;104;3;3709;1
105;104;4;209;1
105;104;6;210;1
105;104;7;211;1
105;104;8;355;1
105;104;9;356;1
105;104;11;357;1
105;104;12;358;1
105;104;13;359;1
105;104;14;272;1
105;104;15;360;1
105;104;16;366;1
105;104;17;361;1
105;104;18;362;1
105;104;20;363;1
105;104;21;368;1
105;104;22;370;1
105;106;0;4703;1
105;106;1;350;1
105;106;2;351;1
105;106;3;352;1
105;106;4;353;1
105;106;6;354;1
105;106;7;211;1
105;106;8;355;1
105;106;9;356;1
105;106;11;357;1
105;106;12;358;1
105;106;13;359;1
105;106;14;272;1
105;106;15;360;1
105;106;16;366;1
105;106;17;361;1
105;106;18;362;1
105;106;20;363;1
105;106;21;368;1
105;106;22;370;1
105;108;0;365;1
105;108;1;458;1
105;108;3;360;1
105;108;4;366;1
105;108;5;361;1
105;108;6;362;1
105;108;8;363;1
105;108;9;368;1
105;108;10;370;1
105;110;0;1000;1
105;110;1;1001;1
105;110;2;1002;1
105;110;3;1003;1
105;110;5;3199;1
105;110;6;348;1
105;110;7;349;1
105;110;9;350;1
105;110;10;351;1
105;110;11;352;1
105;110;12;353;1
105;110;14;354;1
105;110;15;211;1
105;110;16;355;1
105;110;17;356;1
105;110;19;357;1
105;110;20;358;1
105;110;21;359;1
105;110;22;272;1
105;110;23;360;1
105;110;24;366;1
105;110;25;361;1
105;110;26;362;1
105;110;28;363;1
105;110;29;368;1
105;110;30;370;1
105;112;0;1000;1
105;112;1;1001;1
105;112;2;1002;1
105;112;3;1003;1
105;112;5;3199;1
105;112;6;348;1
105;112;7;349;1
105;112;9;350;1
105;112;10;351;1
105;112;11;2165;1
105;112;12;2166;1
105;112;13;6403;1
105;113;0;345;1
105;113;2;346;1
105;113;3;347;1
105;113;4;348;1
105;113;5;349;1
105;113;7;350;1
105;113;8;351;1
105;113;9;352;1
105;113;10;118;1
105;113;11;135;1
105;113;12;119;1
105;113;13;120;1
105;113;14;497;1
105;113;16;3708;1
105;116;0;4703;1
105;116;1;350;1
105;116;2;351;1
105;116;3;2165;1
105;116;4;2166;1
105;116;5;6403;1
105;141;1;6008;1
105;141;2;1559;1
105;142;0;4703;1
105;142;1;350;1
105;142;2;351;1
105;142;3;352;1
105;142;4;353;1
105;142;6;354;1
105;142;7;211;1
105;142;8;355;1
105;142;9;356;1
105;142;11;357;1
105;142;12;358;1
105;142;13;359;1
105;142;14;272;1
105;142;15;365;1
105;143;0;104;2
105;143;2;136;2
105;143;3;384;2
105;143;4;385;2
105;143;5;386;2
105;143;6;387;2
105;143;7;388;2
105;143;9;389;2
105;143;10;390;2
105;143;11;328;2
105;143;12;329;2
105;143;13;392;2
105;143;15;345;2
105;144;0;1347;2
105;144;1;235;2
105;144;3;236;2
105;144;4;237;2
105;144;5;381;2
105;144;6;382;2
105;144;7;383;2
105;144;9;384;2
105;144;10;385;2
105;144;11;386;2
105;144;12;387;2
105;144;13;388;2
105;144;15;389;2
105;144;16;390;2
105;144;17;328;2
105;144;18;329;2
105;144;19;392;2
105;144;21;345;2
105;145;0;6403;1
105;145;5;7531;1
105;145;6;2167;1
105;145;7;2157;1
105;145;9;2223;1
105;145;10;2224;1
105;145;11;351;1
105;145;12;352;1
105;145;13;353;1
105;145;15;354;1
105;145;16;211;1
105;145;17;355;1
105;145;18;356;1
105;145;20;357;1
105;145;21;358;1
105;145;22;359;1
105;145;23;272;1
105;145;24;365;1
105;146;0;6403;1
105;146;4;2194;1
105;146;5;2195;1
105;146;6;2196;1
105;146;7;352;1
105;146;8;353;1
105;146;10;354;1
105;146;11;211;1
105;146;12;355;1
105;146;13;356;1
105;146;15;357;1
105;146;16;358;1
105;146;17;359;1
105;146;18;272;1
105;146;19;365;1
105;147;0;1212;2
105;147;2;1213;2
105;147;3;188;2
105;147;4;383;2
105;147;6;384;2
105;147;7;385;2
105;147;8;386;2
105;147;9;387;2
105;147;10;388;2
105;147;12;389;2
105;147;13;390;2
105;147;14;328;2
105;147;15;329;2
105;147;16;392;2
105;147;18;345;2
105;148;0;345;1
105;148;2;346;1
105;148;3;347;1
105;148;4;348;1
105;148;5;349;1
105;148;7;350;1
105;148;8;351;1
105;148;9;352;1
105;148;10;118;1
105;148;11;135;1
105;148;12;119;1
105;148;13;120;1
105;148;14;497;1
105;148;16;3708;1
105;148;19;3709;1
105;148;20;209;1
105;148;22;210;1
105;148;23;211;1
105;148;24;355;1
105;148;25;356;1
105;148;27;357;1
105;148;28;358;1
105;148;29;359;1
105;148;30;272;1
105;148;31;360;1
105;148;32;366;1
105;148;33;361;1
105;148;34;362;1
105;148;36;363;1
105;148;37;368;1
105;148;38;370;1
105;149;0;3447;1
105;149;1;3448;1
105;149;2;3449;1
105;149;3;347;1
105;149;4;348;1
105;149;5;349;1
105;149;7;350;1
105;149;8;351;1
105;149;9;352;1
105;149;10;353;1
105;149;12;354;1
105;149;13;211;1
105;149;14;355;1
105;149;15;356;1
105;149;17;357;1
105;149;18;358;1
105;149;19;359;1
105;149;20;272;1
105;149;21;365;1
105;150;0;104;1
105;150;1;120;1
105;150;2;497;1
105;150;4;3708;1
105;150;7;3709;1
105;150;8;209;1
105;150;10;210;1
105;150;11;211;1
105;150;12;355;1
105;150;13;356;1
105;150;15;357;1
105;150;16;358;1
105;150;17;359;1
105;150;18;272;1
105;150;19;365;1
105;154;0;2194;2
105;154;1;2195;2
105;154;2;2196;2
105;154;3;387;2
105;154;4;388;2
105;154;6;389;2
105;154;7;390;2
105;154;8;391;2
105;154;9;392;2
105;154;11;311;2
105;155;0;370;2
105;155;2;364;2
105;155;3;373;2
105;155;4;374;2
105;155;5;375;2
105;155;6;367;2
105;155;8;376;2
105;155;9;377;2
105;155;10;250;2
105;155;12;378;2
105;155;13;379;2
105;155;15;380;2
105;155;16;381;2
105;155;17;382;2
105;155;18;383;2
105;155;20;384;2
105;155;21;385;2
105;155;22;386;2
105;155;23;387;2
105;155;24;388;2
105;155;26;389;2
105;155;27;390;2
105;155;28;391;2
105;155;29;392;2
105;155;31;311;2
105;161;1;6008;1
105;161;2;7008;1
105;162;0;3447;2
105;162;1;3448;2
105;162;2;3449;2
105;162;3;392;2
105;162;5;345;2
105;163;0;3447;1
105;163;1;3448;1
105;163;2;3449;1
105;163;3;347;1
105;163;4;348;1
105;163;5;349;1
105;163;7;350;1
105;163;8;351;1
105;163;9;352;1
105;163;10;353;1
105;163;12;354;1
105;163;13;211;1
105;163;14;355;1
105;163;15;356;1
105;163;17;357;1
105;163;18;358;1
105;163;19;359;1
105;163;20;272;1
105;163;21;360;1
105;163;22;366;1
105;163;23;361;1
105;163;24;362;1
105;163;26;363;1
105;163;27;368;1
105;163;28;370;1
105;180;0;4703;2
105;180;1;350;2
105;180;2;351;2
105;180;3;352;2
105;180;4;118;2
105;180;5;135;2
105;180;6;119;2
105;180;7;104;2
105;181;1;6003;1
105;181;6;7531;1
105;185;0;6403;2
105;185;2;7531;2
105;185;3;2167;2
105;185;4;2157;2
105;185;6;2223;2
105;185;7;2224;2
105;185;8;351;2
105;185;9;352;2
105;185;10;118;2
105;185;11;135;2
105;185;12;119;2
105;185;13;104;2
105;186;0;6403;1
105;186;4;2194;1
105;186;5;2195;1
105;186;6;2196;1
105;186;7;352;1
105;186;8;118;1
105;186;9;135;1
105;186;10;119;1
105;186;11;104;1
105;195;0;345;1
105;195;2;312;1
105;195;3;313;1
105;195;5;3199;1
105;195;6;348;1
105;195;7;349;1
105;195;9;350;1
105;195;10;351;1
105;195;11;2165;1
105;195;12;2166;1
105;195;13;6403;1
105;196;0;365;2
105;196;1;458;2
105;196;3;250;2
105;196;5;378;2
105;196;6;379;2
105;196;8;380;2
105;196;9;381;2
105;196;10;382;2
105;196;11;383;2
105;196;13;384;2
105;196;14;385;2
105;196;15;386;2
105;196;16;387;2
105;196;17;388;2
105;196;19;389;2
105;196;20;390;2
105;196;21;328;2
105;196;22;329;2
105;196;23;392;2
105;196;25;345;2
105;197;0;4703;1
105;197;1;350;1
105;197;2;351;1
105;197;3;352;1
105;197;4;118;1
105;197;5;135;1
105;197;6;119;1
105;197;7;104;1
105;205;0;104;2
105;205;2;136;2
105;205;3;384;2
105;205;4;385;2
105;205;5;386;2
105;205;6;387;2
105;205;7;388;2
105;205;9;389;2
105;205;10;390;2
105;205;11;391;2
105;205;12;392;2
105;205;14;345;2
105;207;0;1212;2
105;207;2;1213;2
105;207;3;188;2
105;207;4;383;2
105;207;6;384;2
105;207;7;385;2
105;207;8;386;2
105;207;9;387;2
105;207;10;388;2
105;207;12;389;2
105;207;13;390;2
105;207;14;391;2
105;207;15;392;2
105;207;17;345;2
105;209;0;1347;2
105;209;1;235;2
105;209;3;236;2
105;209;4;237;2
105;209;5;381;2
105;209;6;382;2
105;209;7;383;2
105;209;9;384;2
105;209;10;385;2
105;209;11;386;2
105;209;12;387;2
105;209;13;388;2
105;209;15;389;2
105;209;16;390;2
105;209;17;391;2
105;209;18;392;2
105;209;20;345;2
105;211;0;365;2
105;211;1;458;2
105;211;3;250;2
105;211;5;378;2
105;211;6;379;2
105;211;8;380;2
105;211;9;381;2
105;211;10;382;2
105;211;11;383;2
105;211;13;384;2
105;211;14;385;2
105;211;15;386;2
105;211;16;387;2
105;211;17;388;2
105;211;19;389;2
105;211;20;390;2
105;211;21;391;2
105;211;22;392;2
105;211;24;345;2
105;213;0;3708;2
105;213;3;3709;2
105;213;5;99;2
105;213;6;100;2
105;213;8;136;2
105;213;9;384;2
105;213;10;385;2
105;213;11;386;2
105;213;12;387;2
105;213;13;388;2
105;213;15;389;2
105;213;16;390;2
105;213;17;391;2
105;213;18;392;2
105;213;20;345;2
105;248;0;370;2
105;248;2;364;2
105;248;3;373;2
105;248;4;374;2
105;248;5;375;2
105;248;6;367;2
105;248;8;376;2
105;248;9;377;2
105;248;10;250;2
105;248;12;378;2
105;248;13;379;2
105;248;15;380;2
105;248;16;381;2
105;248;17;382;2
105;248;18;213;2
105;248;19;214;2
105;248;21;215;2
105;248;23;99;2
105;248;24;100;2
105;248;26;136;2
105;248;27;384;2
105;248;28;385;2
105;248;29;386;2
105;248;30;387;2
105;248;31;388;2
105;248;33;389;2
105;248;34;390;2
105;248;35;391;2
105;248;36;392;2
105;248;38;345;2
105;282;1;6003;1
105;282;5;2194;1
105;284;1;6002;1
105;284;3;4717;1
105;285;1;6004;1
105;285;2;4708;1
105;286;1;6006;1
105;286;2;1386;1
105;287;0;370;2
105;287;2;483;2
105;287;3;370;2
105;771;0;2166;2
105;771;4;6503;2
105;772;0;2194;2
105;772;4;6503;2
105;773;0;1347;2
105;773;4;2194;2
105;774;0;1536;2
105;774;1;6024;2
105;774;2;6508;2
105;775;0;2205;2
105;775;3;6502;2
105;776;0;1536;2
105;776;1;6508;2
105;777;0;3708;2
105;777;3;6504;2
105;778;0;565;2
105;778;2;6506;2
105;779;0;571;2
105;779;1;6508;2
105;780;0;1536;2
105;780;1;6024;2
105;780;2;7008;2
