LineID;PatternID;StopSeqCount;StopID;Direction
105;18;15;379;2
105;18;17;380;2
105;18;18;381;2
105;18;19;382;2
105;18;20;383;2
105;18;22;384;2
105;18;23;385;2
105;18;24;386;2
105;18;25;387;2
105;18;26;388;2
105;18;28;389;2
105;18;29;390;2
105;18;30;391;2
105;18;31;392;2
105;18;33;345;2
105;19;0;6403;1
105;19;4;2194;1
105;19;5;2195;1
105;19;6;2196;1
105;19;7;352;1
105;19;8;353;1
105;19;10;354;1
105;19;11;211;1
105;19;12;355;1
105;19;13;356;1
105;19;15;357;1
105;19;16;358;1
105;19;17;359;1
105;19;18;272;1
105;19;19;360;1
105;19;20;366;1
105;19;21;361;1
105;19;22;362;1
105;19;24;363;1
105;19;25;368;1
105;19;26;370;1
105;20;0;370;2
105;20;2;364;2
105;20;3;373;2
105;20;4;374;2
105;20;5;375;2
105;20;6;367;2
105;20;8;376;2
105;20;9;377;2
105;20;10;250;2
105;20;12;378;2
105;20;13;379;2
105;20;15;380;2
105;20;16;381;2
105;20;17;382;2
105;20;18;383;2
105;20;20;384;2
105;20;21;385;2
105;20;22;386;2
105;20;23;387;2
105;20;24;388;2
105;20;26;389;2
105;20;27;390;2
105;20;28;328;2
105;20;29;329;2
105;20;30;392;2
105;20;32;345;2
105;21;0;6403;1
105;21;5;7531;1
105;21;6;2167;1
105;21;7;2157;1
105;21;9;2223;1
105;21;10;2224;1
105;21;11;351;1
105;21;12;352;1
105;21;13;353;1
105;21;15;354;1
105;21;16;211;1
105;21;17;355;1
105;21;18;356;1
105;21;20;357;1
105;21;21;358;1
105;21;22;359;1
105;21;23;272;1
105;21;24;360;1
105;21;25;366;1
105;21;26;361;1
105;21;27;362;1
105;21;29;363;1
105;21;30;368;1
105;21;31;370;1
105;22;0;6403;2
105;22;4;2194;2
105;22;5;2195;2
105;22;6;2196;2
105;22;7;387;2
105;22;8;388;2
105;22;10;389;2
105;22;11;390;2
105;22;12;391;2
105;22;13;392;2
105;22;15;345;2
105;23;0;370;2
105;23;2;364;2
105;23;3;373;2
105;23;4;374;2
105;23;5;375;2
105;23;6;367;2
105;23;8;376;2
105;23;9;377;2
105;23;10;250;2
105;23;12;378;2
105;23;13;379;2
105;23;15;380;2
105;23;16;381;2
105;23;17;382;2
105;23;18;383;2
105;23;20;384;2
105;23;21;385;2
105;23;22;386;2
105;23;23;387;2
105;23;25;2203;2
105;23;26;2204;2
105;23;27;2193;2
105;23;28;6403;2
105;24;0;370;2
105;24;2;364;2
105;24;3;373;2
105;24;4;374;2
105;24;5;375;2
105;24;6;367;2
105;24;8;376;2
105;24;9;377;2
105;24;10;250;2
105;24;12;378;2
105;24;13;379;2
105;24;15;380;2
105;24;16;381;2
105;24;17;382;2
105;24;18;383;2
105;24;20;384;2
105;24;21;385;2
105;24;22;386;2
105;24;23;387;2
105;24;25;2203;2
105;24;26;2204;2
105;24;27;2193;2
105;24;28;2194;2
105;25;0;1347;1
105;25;2;220;1
105;25;3;221;1
105;25;4;222;1
105;25;5;223;1
105;25;6;528;1
105;25;7;556;1
105;25;9;530;1
105;25;10;531;1
105;25;11;532;1
105;25;12;533;1
105;25;13;1475;1
105;25;14;1476;1
105;25;16;535;1
105;25;17;464;1
105;25;19;1548;1
105;25;20;1532;1
105;25;22;1533;1
105;25;23;1534;1
105;25;24;1535;1
105;25;26;1536;1
105;26;0;370;2
105;26;2;1531;2
105;26;4;1548;2
105;26;5;1532;2
105;26;7;1533;2
105;26;8;1534;2
105;26;9;1535;2
105;26;11;1536;2
105;27;0;370;2
105;27;2;483;2
105;27;3;541;2
105;27;5;1446;2
105;27;6;1447;2
105;27;7;1448;2
105;27;8;1449;2
105;27;9;1450;2
105;27;10;1452;2
105;27;12;1453;2
105;27;13;1454;2
105;27;14;1455;2
105;27;16;1456;2
105;27;17;1457;2
105;27;18;1458;2
105;27;19;7550;2
105;27;20;1465;2
105;27;22;1551;2
105;27;23;1552;2
105;27;24;1553;2
105;27;25;1554;2
105;27;26;1555;2
105;27;27;1556;2
105;27;28;1557;2
105;27;29;1558;2
105;27;30;571;2
105;28;0;365;2
105;28;1;458;2
105;28;3;250;2
105;28;5;378;2
105;28;6;379;2
105;28;8;380;2
105;28;9;381;2
105;28;10;382;2
105;28;11;383;2
105;28;13;384;2
105;28;14;385;2
105;28;15;386;2
105;28;16;387;2
105;28;18;2203;2
105;28;19;2204;2
105;28;20;2193;2
105;28;21;2194;2
105;29;0;2194;2
105;29;1;2195;2
105;29;2;2196;2
105;29;3;387;2
105;29;4;388;2
105;29;6;389;2
105;29;7;390;2
105;29;8;328;2
105;29;9;329;2
105;29;10;392;2
105;29;12;345;2
105;30;0;7531;1
105;30;1;2167;1
105;30;2;2157;1
105;30;4;2223;1
105;30;5;2224;1
105;30;6;351;1
105;30;7;2165;1
105;30;8;2166;1
105;30;9;6403;1
105;31;0;2194;1
105;31;1;2195;1
105;31;2;2196;1
105;31;3;352;1
105;31;4;353;1
105;31;6;354;1
105;31;7;211;1
105;31;8;355;1
105;31;9;356;1
105;31;11;357;1
105;31;12;358;1
105;31;13;359;1
105;31;14;272;1
105;31;15;365;1
105;32;0;7531;2
105;32;1;2167;2
105;32;2;2168;2
105;32;4;323;2
105;32;6;324;2
105;32;7;325;2
105;32;8;326;2
105;32;9;327;2
105;32;10;328;2
105;32;11;329;2
105;32;12;392;2
105;32;14;345;2
105;33;0;345;1
105;33;2;312;1
105;33;3;313;1
105;33;5;314;1
105;33;6;315;1
105;33;7;316;1
105;33;8;317;1
105;33;10;318;1
105;33;11;319;1
105;33;12;2193;1
105;33;13;2194;1
105;34;0;4708;1
105;34;2;3709;1
105;34;3;209;1
105;34;5;210;1
105;34;6;211;1
105;34;7;355;1
105;34;8;356;1
105;34;10;357;1
105;34;11;358;1
105;34;12;359;1
105;34;13;272;1
105;34;14;360;1
105;34;15;366;1
105;34;16;361;1
105;34;17;362;1
105;34;19;363;1
105;34;20;368;1
105;34;21;370;1
105;35;0;7008;2
105;35;2;1560;2
105;35;3;1561;2
105;35;4;1562;2
105;35;5;1549;2
105;35;6;483;2
105;35;7;541;2
105;35;9;1446;2
105;35;10;1447;2
105;35;11;543;2
105;35;12;544;2
105;35;13;545;2
105;35;14;546;2
105;35;15;547;2
105;35;16;548;2
105;35;18;549;2
105;35;19;232;2
105;35;20;233;2
105;35;21;234;2
105;35;22;1347;2
105;36;0;4708;1
105;36;2;3709;1
105;36;3;209;1
105;36;5;210;1
105;36;6;211;1
105;36;7;355;1
105;36;8;356;1
105;36;10;357;1
105;36;11;358;1
105;36;12;359;1
105;36;13;272;1
105;36;14;365;1
105;37;0;1386;2
105;37;2;585;2
105;37;3;586;2
105;37;4;1387;2
105;37;6;244;2
105;37;7;245;2
105;37;8;246;2
105;37;9;247;2
105;37;10;248;2
105;37;11;249;2
105;37;12;250;2
105;37;14;378;2
105;37;15;379;2
105;37;17;380;2
105;37;18;381;2
105;37;19;382;2
105;37;20;383;2
105;37;22;384;2
105;37;23;385;2
105;37;24;386;2
105;37;25;387;2
105;37;26;388;2
105;37;28;389;2
105;37;29;390;2
105;37;30;328;2
105;37;31;329;2
105;37;32;392;2
105;37;34;345;2
105;38;0;1386;2
105;38;2;585;2
105;38;3;586;2
105;38;4;1387;2
105;38;6;244;2
105;38;7;245;2
105;38;8;246;2
105;38;9;247;2
105;38;10;248;2
105;38;11;249;2
105;38;12;250;2
105;38;14;378;2
105;38;15;379;2
105;38;17;380;2
105;38;18;381;2
105;38;19;382;2
105;38;20;383;2
105;38;22;384;2
105;38;23;385;2
105;38;24;386;2
105;38;25;387;2
105;38;26;388;2
105;38;28;389;2
105;38;29;390;2
105;38;30;391;2
105;38;31;392;2
105;38;33;345;2
105;39;0;7008;1
105;39;2;1536;1
105;39;3;1537;1
105;39;4;578;1
105;39;5;579;1
105;39;7;1538;1
105;39;8;1539;1
105;39;9;1540;1
105;39;10;1541;1
105;39;11;1542;1
105;39;12;1543;1
105;39;13;1544;1
105;39;14;1545;1
105;39;15;7550;1
105;39;16;1465;1
105;39;18;1466;1
105;39;19;1467;1
105;39;21;1468;1
105;39;22;1469;1
105;39;23;1470;1
105;39;24;1471;1
105;39;25;1472;1
105;39;27;1473;1
105;39;28;1474;1
105;39;30;1475;1
105;39;31;1476;1
105;39;33;535;1
105;39;34;370;1
105;40;0;2194;2
105;40;1;2195;2
105;40;2;2196;2
105;40;3;387;2
105;40;4;388;2
105;40;6;389;2
105;40;7;390;2
105;40;8;391;2
105;40;9;3445;2
105;40;10;3446;2
105;40;11;3447;2
105;41;0;1559;2
105;41;2;1560;2
105;41;3;1561;2
105;41;4;1562;2
105;41;5;1549;2
105;41;6;483;2
105;41;7;370;2
105;42;0;365;2
105;42;1;458;2
105;42;3;250;2
105;42;5;378;2
105;42;6;379;2
105;42;8;380;2
105;42;9;381;2
105;42;10;382;2
105;42;11;383;2
105;42;13;384;2
105;42;14;385;2
105;42;15;386;2
105;42;16;387;2
105;42;17;4703;2
105;43;0;345;1
105;43;2;312;1
105;43;3;313;1
105;43;5;3199;1
105;43;6;348;1
105;43;7;349;1
105;43;9;350;1
105;43;10;351;1
105;43;11;352;1
105;43;12;118;1
105;43;13;135;1
105;43;14;119;1
105;43;15;104;1
105;44;0;345;1
105;44;2;312;1
105;44;3;313;1
105;44;5;3199;1
105;44;6;348;1
105;44;7;349;1
105;44;9;350;1
105;44;10;351;1
105;44;11;352;1
105;44;12;353;1
105;44;14;354;1
105;44;15;211;1
105;44;16;355;1
105;44;17;356;1
105;44;18;218;1
105;44;19;219;1
105;44;21;1347;1
105;45;0;365;2
105;45;1;458;2
105;45;3;250;2
105;45;5;378;2
105;45;6;379;2
105;45;8;380;2
105;45;9;381;2
105;45;10;382;2
105;45;11;383;2
105;45;13;384;2
105;45;14;385;2
105;45;15;386;2
105;45;16;387;2
105;45;18;2203;2
105;45;19;2204;2
105;45;20;2193;2
105;45;21;6403;2
105;46;0;365;2
105;46;1;458;2
105;46;3;250;2
105;46;5;378;2
105;46;6;379;2
105;46;8;380;2
105;46;9;381;2
105;46;10;382;2
105;46;11;383;2
105;46;13;384;2
105;46;14;385;2
105;46;15;386;2
105;46;16;2165;2
105;46;17;2166;2
105;46;18;6403;2
105;47;0;345;1
105;47;2;312;1
105;47;3;313;1
105;47;5;3199;1
105;47;6;348;1
105;47;7;349;1
105;47;9;350;1
105;47;10;351;1
105;47;11;352;1
105;47;12;353;1
105;47;14;354;1
105;47;15;211;1
105;47;16;149;1
105;47;18;150;1
105;47;19;1212;1
105;48;0;4717;2
105;48;1;2189;2
105;48;3;2190;2
105;48;4;2191;2
105;48;5;2159;2
105;48;6;321;2
105;48;8;322;2
105;48;9;2193;2
105;48;10;2194;2
105;48;11;2195;2
105;48;12;2196;2
105;48;13;387;2
105;48;14;388;2
105;48;16;389;2
105;48;17;390;2
105;48;18;391;2
105;48;19;392;2
105;48;21;345;2
105;49;0;365;2
105;49;1;458;2
105;49;3;250;2
105;49;5;378;2
105;49;6;379;2
105;49;8;380;2
105;49;9;381;2
105;49;10;382;2
105;49;11;383;2
105;49;13;384;2
105;49;14;385;2
105;49;15;386;2
105;49;16;387;2
105;49;17;388;2
105;49;19;389;2
105;49;20;390;2
105;49;21;391;2
105;49;22;3445;2
105;49;23;3446;2
105;49;24;3447;2
105;50;0;365;2
105;50;1;458;2
105;50;3;250;2
105;50;5;378;2
105;50;6;379;2
105;50;8;380;2
105;50;9;381;2
105;50;10;382;2
105;50;11;213;2
105;50;12;214;2
105;50;14;215;2
105;50;16;99;2
105;50;17;104;2
105;51;0;7531;1
105;51;1;2167;1
105;51;2;2157;1
105;51;4;2223;1
105;51;5;2224;1
105;51;6;351;1
105;51;7;352;1
105;51;8;353;1
105;51;10;354;1
105;51;11;211;1
105;51;12;355;1
105;51;13;356;1
105;51;15;357;1
105;51;16;358;1
105;51;17;359;1
105;51;18;272;1
105;51;19;365;1
105;52;0;7531;1
105;52;1;2167;1
105;52;2;2157;1
105;52;4;2223;1
105;52;5;2224;1
105;52;6;351;1
105;52;7;352;1
105;52;8;353;1
105;52;10;354;1
105;52;11;211;1
105;52;12;355;1
105;52;13;356;1
105;52;14;218;1
105;52;15;219;1
105;52;17;1347;1
105;53;0;7531;1
105;53;1;2167;1
105;53;2;2157;1
105;53;4;2223;1
105;53;5;2224;1
105;53;6;351;1
105;53;7;352;1
105;53;8;118;1
105;53;9;135;1
105;53;10;119;1
105;53;11;104;1
105;54;0;311;1
105;54;2;346;1
105;54;3;347;1
105;54;4;348;1
105;54;5;349;1
105;54;7;350;1
105;54;8;351;1
105;54;9;2165;1
105;54;10;2166;1
105;55;0;311;1
105;55;2;346;1
105;55;3;347;1
105;55;4;348;1
105;55;5;349;1
105;55;7;350;1
105;55;8;351;1
105;55;9;352;1
105;55;10;353;1
105;55;12;354;1
105;55;13;211;1
105;55;14;355;1
105;55;15;356;1
105;55;17;357;1
105;55;18;358;1
105;55;19;359;1
105;55;20;272;1
105;55;21;360;1
105;55;22;366;1
105;55;23;361;1
105;55;24;362;1
105;55;26;363;1
105;55;27;368;1
105;55;28;370;1
105;56;0;345;1
105;56;2;346;1
105;56;3;347;1
105;56;4;348;1
105;56;5;349;1
105;56;7;350;1
105;56;8;351;1
105;56;9;2165;1
105;56;10;2166;1
105;56;12;2167;1
105;56;13;2168;1
105;56;15;2169;1
105;56;16;2158;1
105;56;17;2170;1
105;56;18;2171;1
105;56;20;2172;1
105;56;21;2205;1
105;57;0;370;2
105;57;2;364;2
105;57;3;373;2
105;57;4;374;2
105;57;5;375;2
105;57;6;367;2
105;57;8;376;2
105;57;9;377;2
105;57;10;250;2
105;57;12;378;2
105;57;13;379;2
105;57;15;380;2
105;57;16;381;2
105;57;17;382;2
105;57;18;383;2
105;57;20;384;2
105;57;21;385;2
105;57;22;386;2
105;57;23;387;2
105;57;25;2203;2
105;57;26;2204;2
105;57;27;2168;2
105;57;29;2169;2
105;57;30;2158;2
105;57;31;2170;2
105;57;32;2171;2
105;57;34;2172;2
105;57;35;2205;2
105;58;0;4717;1
105;58;1;2189;1
105;58;3;2190;1
105;58;4;2191;1
105;58;5;2159;1
105;58;6;321;1
105;58;8;322;1
105;58;9;2157;1
105;58;10;2223;1
105;58;11;2224;1
105;58;12;351;1
105;58;13;352;1
105;58;14;353;1
105;58;16;354;1
105;58;17;211;1
105;58;18;355;1
105;58;19;356;1
105;58;21;357;1
105;58;22;358;1
105;58;23;359;1
105;58;24;272;1
105;58;25;360;1
105;58;26;366;1
105;58;27;361;1
105;58;28;362;1
105;58;30;363;1
105;58;31;368;1
105;58;32;370;1
105;59;0;4717;1
105;59;1;2189;1
105;59;3;2190;1
105;59;4;2191;1
105;59;5;2159;1
105;59;6;321;1
105;59;8;322;1
105;59;9;2157;1
105;59;10;2223;1
105;59;11;2224;1
105;59;12;351;1
105;59;13;352;1
105;59;14;353;1
105;59;16;354;1
105;59;17;211;1
105;59;18;355;1
105;59;19;356;1
105;59;21;357;1
105;59;22;358;1
105;59;23;359;1
105;59;24;272;1
105;59;25;365;1
105;60;0;7008;1
105;60;2;1560;1
105;60;3;1561;1
105;60;4;1562;1
105;60;5;1549;1
105;60;6;483;1
105;60;7;541;1
105;60;9;1446;1
105;60;10;1447;1
105;60;11;543;1
105;60;12;544;1
105;60;13;545;1
105;60;14;546;1
105;60;15;547;1
105;60;16;247;1
105;60;17;248;1
105;60;18;365;1
105;61;0;7008;1
105;61;2;1560;1
105;61;3;1561;1
105;61;4;1562;1
105;61;5;1549;1
105;61;6;483;1
105;61;7;370;1
105;62;0;345;1
105;62;2;346;1
105;62;3;3445;1
105;62;4;3446;1
105;62;5;3447;1
105;63;0;370;2
105;63;2;364;2
105;63;3;373;2
105;63;4;374;2
105;63;5;375;2
105;63;6;367;2
105;63;8;376;2
105;63;9;377;2
105;63;10;250;2
105;63;12;378;2
105;63;13;379;2
105;63;15;380;2
105;63;16;381;2
105;63;17;382;2
105;63;18;383;2
105;63;20;384;2
105;63;21;385;2
105;63;22;386;2
105;63;23;387;2
105;63;24;388;2
105;63;26;389;2
105;63;27;390;2
105;63;28;391;2
105;63;29;3445;2
105;63;30;3446;2
105;63;31;3447;2
105;66;0;365;2
105;66;1;458;2
105;66;3;250;2
105;66;5;378;2
105;66;6;379;2
105;66;8;380;2
105;66;9;381;2
105;66;10;382;2
105;66;11;383;2
105;66;13;384;2
105;66;14;385;2
105;66;15;386;2
105;66;16;387;2
105;66;18;2203;2
105;66;19;2204;2
105;66;20;2168;2
105;66;22;2169;2
105;66;23;2158;2
105;66;24;2170;2
105;66;25;2171;2
105;66;27;2172;2
105;66;28;2205;2
105;67;0;365;2
105;67;1;458;2
105;67;3;274;2
105;67;5;275;2
105;67;6;548;2
105;67;7;4711;2
105;67;8;556;2
105;67;10;530;2
105;67;11;531;2
105;67;12;532;2
105;67;13;533;2
105;67;14;1475;2
105;67;15;1476;2
105;67;17;535;2
105;67;18;464;2
105;67;20;1548;2
105;67;21;1532;2
105;67;23;1533;2
105;67;24;1534;2
105;67;25;1535;2
105;67;27;1536;2
105;68;0;345;1
105;68;2;346;1
105;68;3;347;1
105;68;4;348;1
105;68;5;349;1
105;68;7;350;1
105;68;8;351;1
105;68;9;352;1
105;68;10;353;1
105;68;12;354;1
105;68;13;211;1
105;68;14;355;1
105;68;15;356;1
105;68;17;357;1
105;68;18;358;1
105;68;19;359;1
105;68;20;272;1
105;68;21;273;1
105;68;22;274;1
105;68;24;275;1
105;68;25;548;1
105;68;26;4711;1
105;68;27;556;1
105;68;28;277;1
105;68;29;278;1
105;68;30;243;1
105;68;31;279;1
105;68;32;241;1
105;68;34;242;1
105;68;35;564;1
105;68;36;565;1
105;69;0;345;1
105;69;2;312;1
105;69;3;313;1
105;69;5;3199;1
105;69;6;348;1
105;69;7;349;1
105;69;9;350;1
105;69;10;351;1
105;69;11;352;1
105;69;12;353;1
105;69;14;354;1
105;69;15;211;1
105;69;16;355;1
105;69;17;356;1
105;69;19;357;1
105;69;20;358;1
105;69;21;359;1
105;69;22;272;1
105;69;23;273;1
105;69;24;274;1
105;69;26;275;1
105;69;27;548;1
105;69;28;4711;1
105;69;29;556;1
105;69;30;277;1
105;69;31;278;1
105;69;32;243;1
105;69;33;279;1
105;69;34;241;1
105;69;36;242;1
105;69;37;564;1
105;69;38;565;1
105;70;0;345;1
105;70;2;312;1
105;70;3;313;1
105;70;5;3199;1
105;70;6;348;1
105;70;7;349;1
105;70;9;350;1
105;70;10;351;1
105;70;11;2165;1
105;70;12;2166;1
105;71;0;345;1
105;71;2;346;1
105;71;3;347;1
105;71;4;348;1
105;71;5;349;1
105;71;7;350;1
105;71;8;351;1
105;71;9;2165;1
105;71;10;2166;1
105;72;0;370;2
105;72;2;364;2
105;72;3;373;2
105;72;4;374;2
105;72;5;375;2
105;72;6;367;2
105;72;8;376;2
105;72;9;377;2
105;72;10;250;2
105;72;12;378;2
105;72;13;379;2
105;72;15;380;2
105;72;16;381;2
105;72;17;382;2
105;72;18;383;2
105;72;20;384;2
105;72;21;385;2
105;72;22;386;2
105;72;23;387;2
105;72;25;2203;2
105;72;26;2204;2
105;72;27;2193;2
105;72;28;2194;2
105;73;0;1347;2
105;73;1;235;2
105;73;3;236;2
105;73;4;237;2
105;73;5;381;2
105;73;6;382;2
105;73;7;383;2
105;73;9;384;2
105;73;10;385;2
105;73;11;386;2
105;73;12;387;2
105;73;14;2203;2
105;73;15;2204;2
105;73;16;2193;2
105;73;17;2194;2
105;74;0;370;2
105;74;2;1548;2
105;74;3;1532;2
105;74;5;1533;2
105;74;6;1534;2
105;74;7;1535;2
105;74;9;1536;2
105;75;0;345;2
105;75;7;6502;2
105;76;0;370;2
105;76;2;1548;2
105;76;3;1532;2
105;76;5;1533;2
105;76;6;1534;2
105;76;7;1535;2
105;76;9;1536;2
105;78;0;370;2
105;78;2;364;2
105;78;3;373;2
105;78;4;374;2
105;78;5;375;2
105;78;6;367;2
105;78;8;376;2
105;78;9;377;2
105;78;10;250;2
105;78;12;378;2
105;78;13;379;2
105;78;15;380;2
105;78;16;381;2
105;78;17;382;2
105;78;18;383;2
105;78;20;384;2
105;78;21;385;2
105;78;22;386;2
105;78;23;2165;2
105;78;24;2166;2
105;79;0;104;2
105;79;2;136;2
105;79;3;384;2
105;79;4;385;2
105;79;5;386;2
105;79;6;387;2
105;79;8;2203;2
105;79;9;2204;2
105;79;10;2193;2
105;79;11;2194;2
105;80;0;104;2
105;80;2;136;2
105;80;3;384;2
105;80;4;385;2
105;80;5;386;2
105;80;6;387;2
105;80;7;4703;2
105;81;0;7531;1
105;81;1;2167;1
105;81;2;2157;1
105;81;4;2223;1
105;81;5;2224;1
105;81;6;351;1
105;81;7;352;1
105;81;8;353;1
105;81;10;354;1
105;81;11;211;1
105;81;12;355;1
105;81;13;356;1
105;81;15;357;1
105;81;16;358;1
105;81;17;359;1
105;81;18;272;1
105;81;19;360;1
105;81;20;366;1
105;81;21;361;1
105;81;22;362;1
105;81;24;363;1
105;81;25;368;1
105;81;26;370;1
105;82;0;2194;2
105;82;1;2195;2
105;82;2;2196;2
105;82;3;387;2
105;82;4;388;2
105;82;6;389;2
105;82;7;390;2
105;82;8;391;2
105;82;9;392;2
105;82;11;345;2
105;83;0;2194;1
105;83;1;2195;1
105;83;2;2196;1
105;83;3;352;1
105;83;4;353;1
105;83;6;354;1
105;83;7;211;1
105;83;8;355;1
105;83;9;356;1
105;83;11;357;1
105;83;12;358;1
105;83;13;359;1
105;83;14;272;1
105;83;15;360;1
105;83;16;366;1
105;83;17;361;1
105;83;18;362;1
105;83;20;363;1
105;83;21;368;1
105;83;22;370;1
105;84;0;4717;2
105;84;1;2189;2
105;84;3;2190;2
